measure,location,sample date,value
Cyanides,Sakda,11-Jul-08,0.002
Sulfides,Sakda,11-Jul-08,0.1
Biochemical Oxygen,Sakda,11-Jul-08,0
Chemical Oxygen Demand (Cr),Sakda,11-Jul-08,33.73
Chemical Oxygen Demand (Mn),Sakda,11-Jul-08,2.933333333
Anionic active surfactants,Sakda,11-Jul-08,0.102
Petroleum hydrocarbons,Sakda,11-Jul-08,0.025
Tetrachloromethane,Sakda,11-Jul-08,0.25
Atrazine,Sakda,11-Jul-08,0.5
"p,p-DDT",Sakda,11-Jul-08,0.01
gamma-Hexachlorocyclohexane,Sakda,11-Jul-08,0.04
Total coliforms,Sakda,11-Jul-08,48
Fecal coliforms,Sakda,11-Jul-08,5.533333333
Fecal streptococci ,Sakda,11-Jul-08,0.041
Water temperature,Somchair,12-Jul-08,25
Dissolved oxygen,Somchair,12-Jul-08,5.83
Oxygen saturation,Somchair,12-Jul-08,71.3
Total hardness,Somchair,12-Jul-08,131.9
Bicarbonates,Somchair,12-Jul-08,189.7
Total dissolved salts,Somchair,12-Jul-08,343
Ammonium,Somchair,12-Jul-08,0.634
Nitrites,Somchair,12-Jul-08,0.348
Nitrates,Somchair,12-Jul-08,0.879
Total nitrogen,Somchair,12-Jul-08,2.23
Orthophosphate-phosphorus,Somchair,12-Jul-08,0.018
Total phosphorus,Somchair,12-Jul-08,0.419
Silica (SiO2),Somchair,12-Jul-08,8.265
Calcium,Somchair,12-Jul-08,58.9
Magnesium,Somchair,12-Jul-08,21.4
Chlorides,Somchair,12-Jul-08,43.2
Sulphates,Somchair,12-Jul-08,48.6
Cyanides,Somchair,12-Jul-08,0.0025
Sulfides,Somchair,12-Jul-08,0.1
Biochemical Oxygen,Somchair,12-Jul-08,4.23
Chemical Oxygen Demand (Cr),Somchair,12-Jul-08,48.48
Chemical Oxygen Demand (Mn),Somchair,12-Jul-08,4.32
Anionic active surfactants,Somchair,12-Jul-08,0.103
Petroleum hydrocarbons,Somchair,12-Jul-08,0.045
Tetrachloromethane,Somchair,12-Jul-08,0.25
Atrazine,Somchair,12-Jul-08,0.5
"p,p-DDT",Somchair,12-Jul-08,0.04
gamma-Hexachlorocyclohexane,Somchair,12-Jul-08,0.04
Total coliforms,Somchair,12-Jul-08,160
Fecal coliforms,Somchair,12-Jul-08,92
Fecal streptococci ,Somchair,12-Jul-08,3.5
Water temperature,Busarakhan,12-Jul-08,25
Dissolved oxygen,Busarakhan,12-Jul-08,5.4
Oxygen saturation,Busarakhan,12-Jul-08,66
Total hardness,Busarakhan,12-Jul-08,126.5
Carbonates,Busarakhan,12-Jul-08,18.6
Bicarbonates,Busarakhan,12-Jul-08,182.4
Total dissolved salts,Busarakhan,12-Jul-08,337
Ammonium,Busarakhan,12-Jul-08,0.138
Nitrites,Busarakhan,12-Jul-08,0.083
Nitrates,Busarakhan,12-Jul-08,1.35
Total nitrogen,Busarakhan,12-Jul-08,1.89
Orthophosphate-phosphorus,Busarakhan,12-Jul-08,0.005
Total phosphorus,Busarakhan,12-Jul-08,0.148
Silica (SiO2),Busarakhan,12-Jul-08,7.498
Calcium,Busarakhan,12-Jul-08,62
Magnesium,Busarakhan,12-Jul-08,16.7
Chlorides,Busarakhan,12-Jul-08,43.2
Sulphates,Busarakhan,12-Jul-08,35.2
Cyanides,Busarakhan,12-Jul-08,0.002
Sulfides,Busarakhan,12-Jul-08,0.1
Biochemical Oxygen,Busarakhan,12-Jul-08,4.1
Chemical Oxygen Demand (Cr),Busarakhan,12-Jul-08,49.63
Chemical Oxygen Demand (Mn),Busarakhan,12-Jul-08,4.32
Anionic active surfactants,Busarakhan,12-Jul-08,0.081
Petroleum hydrocarbons,Busarakhan,12-Jul-08,0.017
Tetrachloromethane,Busarakhan,12-Jul-08,0.25
Atrazine,Busarakhan,12-Jul-08,0.5
"p,p-DDT",Busarakhan,12-Jul-08,0.01
gamma-Hexachlorocyclohexane,Busarakhan,12-Jul-08,0.04
Total coliforms,Busarakhan,12-Jul-08,54
Fecal coliforms,Busarakhan,12-Jul-08,54
Fecal streptococci ,Busarakhan,12-Jul-08,0.17
Water temperature,Kannika,12-Jul-08,25
Dissolved oxygen,Kannika,12-Jul-08,7.46
Oxygen saturation,Kannika,12-Jul-08,90.04333333
Total hardness,Kannika,12-Jul-08,97.1
Bicarbonates,Kannika,12-Jul-08,199.8666667
Total dissolved salts,Kannika,12-Jul-08,261.6666667
Ammonium,Kannika,12-Jul-08,0.132
Nitrites,Kannika,12-Jul-08,0.059
Nitrates,Kannika,12-Jul-08,0.364666667
Total nitrogen,Kannika,12-Jul-08,1.703333333
Orthophosphate-phosphorus,Kannika,12-Jul-08,0.008
Total phosphorus,Kannika,12-Jul-08,0.212
Silica (SiO2),Kannika,12-Jul-08,5.184666667
Calcium,Kannika,12-Jul-08,43.36666667
Magnesium,Kannika,12-Jul-08,15.9
Chlorides,Kannika,12-Jul-08,29.1
Sulphates,Kannika,12-Jul-08,31.1
Cyanides,Kannika,12-Jul-08,0.002
Sulfides,Kannika,12-Jul-08,0.1
Biochemical Oxygen,Kannika,12-Jul-08,1.306666667
Chemical Oxygen Demand (Cr),Kannika,12-Jul-08,21.00666667
Chemical Oxygen Demand (Mn),Kannika,12-Jul-08,2.133333333
Anionic active surfactants,Kannika,12-Jul-08,0.098
Petroleum hydrocarbons,Kannika,12-Jul-08,0.031666667
Tetrachloromethane,Kannika,12-Jul-08,0.25
Atrazine,Kannika,12-Jul-08,0.5
"p,p-DDT",Kannika,12-Jul-08,0.016666667
gamma-Hexachlorocyclohexane,Kannika,12-Jul-08,0.04
Total coliforms,Kannika,12-Jul-08,3.9
Fecal coliforms,Kannika,12-Jul-08,1.733333333
Fecal streptococci ,Kannika,12-Jul-08,0.041
Water temperature,Chai,14-Jul-08,25
Dissolved oxygen,Chai,14-Jul-08,6.7
Oxygen saturation,Chai,14-Jul-08,82.71
Total dissolved salts,Chai,14-Jul-08,267
Ammonium,Chai,14-Jul-08,0.333
Nitrites,Chai,14-Jul-08,0.023333333
Nitrates,Chai,14-Jul-08,0.798333333
Total nitrogen,Chai,14-Jul-08,1.93
Orthophosphate-phosphorus,Chai,14-Jul-08,0.061333333
Total phosphorus,Chai,14-Jul-08,0.125
Silica (SiO2),Chai,14-Jul-08,5.394666667
Sulfides,Chai,14-Jul-08,0.1
Biochemical Oxygen,Chai,14-Jul-08,2.233333333
Chemical Oxygen Demand (Cr),Chai,14-Jul-08,28.94
Water temperature,Boonsri,25-Jul-08,25.03333333
Dissolved oxygen,Boonsri,25-Jul-08,7.373333333
Oxygen saturation,Boonsri,25-Jul-08,91.06666667
Total hardness,Boonsri,25-Jul-08,108.6666667
Bicarbonates,Boonsri,25-Jul-08,187.0666667
Total dissolved salts,Boonsri,25-Jul-08,246.6666667
Ammonium,Boonsri,25-Jul-08,0.263333333
Nitrites,Boonsri,25-Jul-08,0.023
Nitrates,Boonsri,25-Jul-08,0.602
Orthophosphate-phosphorus,Boonsri,25-Jul-08,0.016666667
Total phosphorus,Boonsri,25-Jul-08,0.049666667
Silica (SiO2),Boonsri,25-Jul-08,7.023
Sodium,Boonsri,25-Jul-08,15.66666667
Potassium,Boonsri,25-Jul-08,2.333333333
Calcium,Boonsri,25-Jul-08,56.34
Magnesium,Boonsri,25-Jul-08,11.96333333
Chlorides,Boonsri,25-Jul-08,18.7
Sulphates,Boonsri,25-Jul-08,44.98
Sulfides,Boonsri,25-Jul-08,0.1
Manganese,Boonsri,25-Jul-08,0.059
Arsenic,Boonsri,25-Jul-08,1.633333333
Biochemical Oxygen,Boonsri,25-Jul-08,2.086666667
Chemical Oxygen Demand (Cr),Boonsri,25-Jul-08,7.64
Chemical Oxygen Demand (Mn),Boonsri,25-Jul-08,2.716666667
Anionic active surfactants,Boonsri,25-Jul-08,0.06
Petroleum hydrocarbons,Boonsri,25-Jul-08,0.014666667
Tetrachloromethane,Boonsri,25-Jul-08,0.25
"1,2,4-Trichlorobenzene",Boonsri,25-Jul-08,0.001
"1,2,3-Trichlorobenzene",Boonsri,25-Jul-08,0.001
Pentachlorobenzene,Boonsri,25-Jul-08,0.001
Acenaphthene,Boonsri,25-Jul-08,0.013706667
Acenaphthylene,Boonsri,25-Jul-08,0.004
Anthracene,Boonsri,25-Jul-08,0.017613333
Benzo(a)anthracene,Boonsri,25-Jul-08,0.004786667
Benzo(a)pyrene,Boonsri,25-Jul-08,0.0075
Benzo(b)fluoranthene,Boonsri,25-Jul-08,0.0075
Benzo(k)fluoranthene,Boonsri,25-Jul-08,0.0075
Chrysene,Boonsri,25-Jul-08,0.003
Fluoranthene,Boonsri,25-Jul-08,0.00454
Naphthalene,Boonsri,25-Jul-08,0.010153333
Phenanthrene,Boonsri,25-Jul-08,0.005
Pyrene,Boonsri,25-Jul-08,0.00358
PCB 101,Boonsri,25-Jul-08,0.001
PCB 138,Boonsri,25-Jul-08,0.002
PCB 153,Boonsri,25-Jul-08,0.002
PCB 180,Boonsri,25-Jul-08,0.002
Atrazine,Boonsri,25-Jul-08,0.5
Hexachlorobenzene,Boonsri,25-Jul-08,0.02
"p,p-DDT",Boonsri,25-Jul-08,0.0055
gamma-Hexachlorocyclohexane,Boonsri,25-Jul-08,0.04
Aldrin,Boonsri,25-Jul-08,0.0321
Endrin,Boonsri,25-Jul-08,0.025
Isodrin,Boonsri,25-Jul-08,0.025
Fecal streptococci ,Boonsri,25-Jul-08,0.010333333
Water temperature,Kohsoom,27-Jul-08,24
Dissolved oxygen,Kohsoom,27-Jul-08,7.92
Oxygen saturation,Kohsoom,27-Jul-08,92.95
Total hardness,Kohsoom,27-Jul-08,143.08
Bicarbonates,Kohsoom,27-Jul-08,237.9
Total dissolved salts,Kohsoom,27-Jul-08,355
Ammonium,Kohsoom,27-Jul-08,6.418
Nitrites,Kohsoom,27-Jul-08,0.1018
Nitrates,Kohsoom,27-Jul-08,1.545
Orthophosphate-phosphorus,Kohsoom,27-Jul-08,0.146
Total phosphorus,Kohsoom,27-Jul-08,0.4321
Silica (SiO2),Kohsoom,27-Jul-08,7.019
Sodium,Kohsoom,27-Jul-08,23
Potassium,Kohsoom,27-Jul-08,5.9
Calcium,Kohsoom,27-Jul-08,76
Magnesium,Kohsoom,27-Jul-08,15.7
Chlorides,Kohsoom,27-Jul-08,40.8
Sulphates,Kohsoom,27-Jul-08,63.8
Sulfides,Kohsoom,27-Jul-08,0.1
Manganese,Kohsoom,27-Jul-08,0.08
Arsenic,Kohsoom,27-Jul-08,1.1
Biochemical Oxygen,Kohsoom,27-Jul-08,5.15
Chemical Oxygen Demand (Cr),Kohsoom,27-Jul-08,13.8
Chemical Oxygen Demand (Mn),Kohsoom,27-Jul-08,7.2
Anionic active surfactants,Kohsoom,27-Jul-08,0.051
Petroleum hydrocarbons,Kohsoom,27-Jul-08,0.01
Tetrachloromethane,Kohsoom,27-Jul-08,0.25
"1,2,4-Trichlorobenzene",Kohsoom,27-Jul-08,0.001
"1,2,3-Trichlorobenzene",Kohsoom,27-Jul-08,0.001
Pentachlorobenzene,Kohsoom,27-Jul-08,0.001
Acenaphthene,Kohsoom,27-Jul-08,0.003
Acenaphthylene,Kohsoom,27-Jul-08,0.004
Anthracene,Kohsoom,27-Jul-08,0.005
Benzo(a)anthracene,Kohsoom,27-Jul-08,0.0035
Benzo(a)pyrene,Kohsoom,27-Jul-08,0.0075
Benzo(b)fluoranthene,Kohsoom,27-Jul-08,0.0075
Benzo(k)fluoranthene,Kohsoom,27-Jul-08,0.0075
Chrysene,Kohsoom,27-Jul-08,0.003
Fluoranthene,Kohsoom,27-Jul-08,0.0045
Naphthalene,Kohsoom,27-Jul-08,0.01
Phenanthrene,Kohsoom,27-Jul-08,0.005
Pyrene,Kohsoom,27-Jul-08,0.0028
PCB 101,Kohsoom,27-Jul-08,0.001
PCB 138,Kohsoom,27-Jul-08,0.002
PCB 153,Kohsoom,27-Jul-08,0.002
PCB 180,Kohsoom,27-Jul-08,0.002
Atrazine,Kohsoom,27-Jul-08,0.5
Hexachlorobenzene,Kohsoom,27-Jul-08,0.02
"p,p-DDT",Kohsoom,27-Jul-08,0.0055
gamma-Hexachlorocyclohexane,Kohsoom,27-Jul-08,0.04
Aldrin,Kohsoom,27-Jul-08,0.025
Endrin,Kohsoom,27-Jul-08,0.025
Isodrin,Kohsoom,27-Jul-08,0.025
Total coliforms,Kohsoom,27-Jul-08,7.9
Fecal coliforms,Kohsoom,27-Jul-08,2.78
Fecal streptococci ,Kohsoom,27-Jul-08,0.033
Water temperature,Boonsri,03-Aug-08,27.43333333
Dissolved oxygen,Boonsri,03-Aug-08,7.583333333
Oxygen saturation,Boonsri,03-Aug-08,94.55
Total hardness,Boonsri,03-Aug-08,99.12
Bicarbonates,Boonsri,03-Aug-08,178.9333333
Total dissolved salts,Boonsri,03-Aug-08,230
Ammonium,Boonsri,03-Aug-08,0.177333333
Nitrites,Boonsri,03-Aug-08,0.018666667
Nitrates,Boonsri,03-Aug-08,0.519333333
Orthophosphate-phosphorus,Boonsri,03-Aug-08,0.010666667
Total phosphorus,Boonsri,03-Aug-08,0.046666667
Silica (SiO2),Boonsri,03-Aug-08,2.149
Sodium,Boonsri,03-Aug-08,15.66666667
Potassium,Boonsri,03-Aug-08,2
Calcium,Boonsri,03-Aug-08,51.69
Magnesium,Boonsri,03-Aug-08,10.67
Chlorides,Boonsri,03-Aug-08,21.77333333
Sulphates,Boonsri,03-Aug-08,29.16
Sulfides,Boonsri,03-Aug-08,0.1
Manganese,Boonsri,03-Aug-08,0.085
Biochemical Oxygen,Boonsri,03-Aug-08,1.143333333
Chemical Oxygen Demand (Cr),Boonsri,03-Aug-08,9.573333333
Chemical Oxygen Demand (Mn),Boonsri,03-Aug-08,3.38
Anionic active surfactants,Boonsri,03-Aug-08,0.04
Water temperature,Kannika,08-Aug-08,26
Dissolved oxygen,Kannika,08-Aug-08,7.69
Oxygen saturation,Kannika,08-Aug-08,95.83333333
Total hardness,Kannika,08-Aug-08,124.6666667
Bicarbonates,Kannika,08-Aug-08,195.8
Total dissolved salts,Kannika,08-Aug-08,271.3333333
Ammonium,Kannika,08-Aug-08,0.281333333
Nitrites,Kannika,08-Aug-08,0.042333333
Nitrates,Kannika,08-Aug-08,0.933333333
Total nitrogen,Kannika,08-Aug-08,1.46
Orthophosphate-phosphorus,Kannika,08-Aug-08,0.043666667
Total phosphorus,Kannika,08-Aug-08,0.070166667
Silica (SiO2),Kannika,08-Aug-08,1.088666667
Calcium,Kannika,08-Aug-08,41.91
Magnesium,Kannika,08-Aug-08,28.64333333
Chlorides,Kannika,08-Aug-08,29.11
Sulphates,Kannika,08-Aug-08,24.53333333
Cyanides,Kannika,08-Aug-08,0.002
Sulfides,Kannika,08-Aug-08,0.1
Biochemical Oxygen,Kannika,08-Aug-08,1.33
Chemical Oxygen Demand (Cr),Kannika,08-Aug-08,29.08
Chemical Oxygen Demand (Mn),Kannika,08-Aug-08,3.306666667
Anionic active surfactants,Kannika,08-Aug-08,0.102
Petroleum hydrocarbons,Kannika,08-Aug-08,0.019
Tetrachloromethane,Kannika,08-Aug-08,0.25
Atrazine,Kannika,08-Aug-08,0.5
"p,p-DDT",Kannika,08-Aug-08,0.046666667
gamma-Hexachlorocyclohexane,Kannika,08-Aug-08,0.04
Total coliforms,Kannika,08-Aug-08,0.095333333
Fecal coliforms,Kannika,08-Aug-08,0.02
Fecal streptococci ,Kannika,08-Aug-08,0.000666667
Water temperature,Sakda,08-Aug-08,26
Dissolved oxygen,Sakda,08-Aug-08,6.7
Oxygen saturation,Sakda,08-Aug-08,83.5
Total hardness,Sakda,08-Aug-08,115.4666667
Bicarbonates,Sakda,08-Aug-08,193.7666667
Total dissolved salts,Sakda,08-Aug-08,273
Ammonium,Sakda,08-Aug-08,0.24
Nitrites,Sakda,08-Aug-08,0.041666667
Nitrates,Sakda,08-Aug-08,0.9
Total nitrogen,Sakda,08-Aug-08,1.406666667
Orthophosphate-phosphorus,Sakda,08-Aug-08,0.043
Total phosphorus,Sakda,08-Aug-08,0.071633333
Silica (SiO2),Sakda,08-Aug-08,2.712
Calcium,Sakda,08-Aug-08,40.6
Magnesium,Sakda,08-Aug-08,25.46666667
Chlorides,Sakda,08-Aug-08,29.11
Sulphates,Sakda,08-Aug-08,26.2
Cyanides,Sakda,08-Aug-08,0.002
Sulfides,Sakda,08-Aug-08,0.1
Biochemical Oxygen,Sakda,08-Aug-08,1.85
Chemical Oxygen Demand (Cr),Sakda,08-Aug-08,24.24
Chemical Oxygen Demand (Mn),Sakda,08-Aug-08,2.773333333
Anionic active surfactants,Sakda,08-Aug-08,0.109
Petroleum hydrocarbons,Sakda,08-Aug-08,0.023
Tetrachloromethane,Sakda,08-Aug-08,0.25
Atrazine,Sakda,08-Aug-08,0.5
"p,p-DDT",Sakda,08-Aug-08,0.016666667
gamma-Hexachlorocyclohexane,Sakda,08-Aug-08,0.04
Total coliforms,Sakda,08-Aug-08,4.766666667
Fecal coliforms,Sakda,08-Aug-08,0.416666667
Fecal streptococci ,Sakda,08-Aug-08,0.002
Water temperature,Boonsri,10-Aug-08,24.33333333
Dissolved oxygen,Boonsri,10-Aug-08,7.19
Oxygen saturation,Boonsri,10-Aug-08,84.91666667
Total hardness,Boonsri,10-Aug-08,105
Bicarbonates,Boonsri,10-Aug-08,170.8
Total dissolved salts,Boonsri,10-Aug-08,243.3333333
Ammonium,Boonsri,10-Aug-08,0.222333333
Nitrites,Boonsri,10-Aug-08,0.019
Nitrates,Boonsri,10-Aug-08,1.129666667
Orthophosphate-phosphorus,Boonsri,10-Aug-08,0.016333333
Total phosphorus,Boonsri,10-Aug-08,0.024666667
Silica (SiO2),Boonsri,10-Aug-08,2.839
Sodium,Boonsri,10-Aug-08,16.66666667
Potassium,Boonsri,10-Aug-08,2
Calcium,Boonsri,10-Aug-08,53.72
Magnesium,Boonsri,10-Aug-08,11.96333333
Chlorides,Boonsri,10-Aug-08,21.41666667
Sulphates,Boonsri,10-Aug-08,46.74666667
Sulfides,Boonsri,10-Aug-08,0.1
Manganese,Boonsri,10-Aug-08,0.06
Biochemical Oxygen,Boonsri,10-Aug-08,1.91
Chemical Oxygen Demand (Cr),Boonsri,10-Aug-08,10.58
Chemical Oxygen Demand (Mn),Boonsri,10-Aug-08,2.95
Anionic active surfactants,Boonsri,10-Aug-08,0.044
Water temperature,Somchair,11-Aug-08,26
Dissolved oxygen,Somchair,11-Aug-08,6.8
Oxygen saturation,Somchair,11-Aug-08,91.3
Total hardness,Somchair,11-Aug-08,132
Carbonates,Somchair,11-Aug-08,12.06
Bicarbonates,Somchair,11-Aug-08,189.7
Total dissolved salts,Somchair,11-Aug-08,318
Ammonium,Somchair,11-Aug-08,0.671
Nitrites,Somchair,11-Aug-08,0.055
Nitrates,Somchair,11-Aug-08,1.1
Total nitrogen,Somchair,11-Aug-08,2.17
Orthophosphate-phosphorus,Somchair,11-Aug-08,0.047
Total phosphorus,Somchair,11-Aug-08,0.0907
Silica (SiO2),Somchair,11-Aug-08,5.608
Calcium,Somchair,11-Aug-08,47.15
Magnesium,Somchair,11-Aug-08,28.54
Chlorides,Somchair,11-Aug-08,43.25
Sulphates,Somchair,11-Aug-08,39.8
Cyanides,Somchair,11-Aug-08,0.0027
Sulfides,Somchair,11-Aug-08,0.1
Biochemical Oxygen,Somchair,11-Aug-08,5.3
Chemical Oxygen Demand (Cr),Somchair,11-Aug-08,77.18
Chemical Oxygen Demand (Mn),Somchair,11-Aug-08,4.64
Anionic active surfactants,Somchair,11-Aug-08,0.112
Petroleum hydrocarbons,Somchair,11-Aug-08,0.038
Tetrachloromethane,Somchair,11-Aug-08,0.25
Atrazine,Somchair,11-Aug-08,0.5
"p,p-DDT",Somchair,11-Aug-08,0.05
gamma-Hexachlorocyclohexane,Somchair,11-Aug-08,0.04
Total coliforms,Somchair,11-Aug-08,17
Fecal coliforms,Somchair,11-Aug-08,11
Fecal streptococci ,Somchair,11-Aug-08,0.33
Water temperature,Busarakhan,11-Aug-08,26
Dissolved oxygen,Busarakhan,11-Aug-08,6.3
Oxygen saturation,Busarakhan,11-Aug-08,78.5
Total hardness,Busarakhan,11-Aug-08,126.5
Bicarbonates,Busarakhan,11-Aug-08,214.1
Total dissolved salts,Busarakhan,11-Aug-08,325
Ammonium,Busarakhan,11-Aug-08,0.96
Nitrites,Busarakhan,11-Aug-08,0.016
Nitrates,Busarakhan,11-Aug-08,1.2
Total nitrogen,Busarakhan,11-Aug-08,2.6
Orthophosphate-phosphorus,Busarakhan,11-Aug-08,0.037
Total phosphorus,Busarakhan,11-Aug-08,0.072
Silica (SiO2),Busarakhan,11-Aug-08,8.044
Calcium,Busarakhan,11-Aug-08,47.15
Magnesium,Busarakhan,11-Aug-08,26.11
Chlorides,Busarakhan,11-Aug-08,43.25
Sulphates,Busarakhan,11-Aug-08,41.84
Cyanides,Busarakhan,11-Aug-08,0.002
Sulfides,Busarakhan,11-Aug-08,0.1
Biochemical Oxygen,Busarakhan,11-Aug-08,4
Chemical Oxygen Demand (Cr),Busarakhan,11-Aug-08,48.24
Chemical Oxygen Demand (Mn),Busarakhan,11-Aug-08,4.64
Anionic active surfactants,Busarakhan,11-Aug-08,0.083
Petroleum hydrocarbons,Busarakhan,11-Aug-08,0.015
Tetrachloromethane,Busarakhan,11-Aug-08,0.25
Atrazine,Busarakhan,11-Aug-08,0.5
"p,p-DDT",Busarakhan,11-Aug-08,0.0055
gamma-Hexachlorocyclohexane,Busarakhan,11-Aug-08,0.04
Total coliforms,Busarakhan,11-Aug-08,92
Fecal coliforms,Busarakhan,11-Aug-08,54
Fecal streptococci ,Busarakhan,11-Aug-08,0.02
Water temperature,Boonsri,22-Aug-08,23.16666667
Dissolved oxygen,Boonsri,22-Aug-08,6.803333333
Oxygen saturation,Boonsri,22-Aug-08,78.62
Total hardness,Boonsri,22-Aug-08,97.72
Bicarbonates,Boonsri,22-Aug-08,174.8666667
Total dissolved salts,Boonsri,22-Aug-08,231.6666667
Ammonium,Boonsri,22-Aug-08,0.204
Nitrites,Boonsri,22-Aug-08,0.023666667
Nitrates,Boonsri,22-Aug-08,1.137333333
Orthophosphate-phosphorus,Boonsri,22-Aug-08,0.013
Total phosphorus,Boonsri,22-Aug-08,0.022333333
Silica (SiO2),Boonsri,22-Aug-08,6.269
Sodium,Boonsri,22-Aug-08,17
Potassium,Boonsri,22-Aug-08,2.666666667
Calcium,Boonsri,22-Aug-08,52.99333333
Magnesium,Boonsri,22-Aug-08,9.7
Chlorides,Boonsri,22-Aug-08,19.68333333
Sulphates,Boonsri,22-Aug-08,36.5
Sulfides,Boonsri,22-Aug-08,0.1
Manganese,Boonsri,22-Aug-08,0.07
Biochemical Oxygen,Boonsri,22-Aug-08,1.42
Chemical Oxygen Demand (Cr),Boonsri,22-Aug-08,7.48
Chemical Oxygen Demand (Mn),Boonsri,22-Aug-08,1.986666667
Anionic active surfactants,Boonsri,22-Aug-08,0.041
Petroleum hydrocarbons,Boonsri,22-Aug-08,0.012933333
Tetrachloromethane,Boonsri,22-Aug-08,0.25
"1,2,4-Trichlorobenzene",Boonsri,22-Aug-08,0.001
"1,2,3-Trichlorobenzene",Boonsri,22-Aug-08,0.001
Pentachlorobenzene,Boonsri,22-Aug-08,0.001
Acenaphthene,Boonsri,22-Aug-08,0.003
Acenaphthylene,Boonsri,22-Aug-08,0.004
Anthracene,Boonsri,22-Aug-08,0.005133333
Benzo(a)anthracene,Boonsri,22-Aug-08,0.0035
Benzo(a)pyrene,Boonsri,22-Aug-08,0.007973333
Benzo(b)fluoranthene,Boonsri,22-Aug-08,0.01164
Benzo(k)fluoranthene,Boonsri,22-Aug-08,0.0075
Chrysene,Boonsri,22-Aug-08,0.003
Fluoranthene,Boonsri,22-Aug-08,0.0045
Naphthalene,Boonsri,22-Aug-08,0.01
Phenanthrene,Boonsri,22-Aug-08,0.005
Pyrene,Boonsri,22-Aug-08,0.00212
PCB 101,Boonsri,22-Aug-08,0.003186667
PCB 138,Boonsri,22-Aug-08,0.002
PCB 153,Boonsri,22-Aug-08,0.002
PCB 180,Boonsri,22-Aug-08,0.002
Hexachlorobenzene,Boonsri,22-Aug-08,0.02
"p,p-DDT",Boonsri,22-Aug-08,0.009073333
gamma-Hexachlorocyclohexane,Boonsri,22-Aug-08,0.04
Aldrin,Boonsri,22-Aug-08,0.025
Endrin,Boonsri,22-Aug-08,0.025
Isodrin,Boonsri,22-Aug-08,0.025
Water temperature,Chai,23-Aug-08,27
Dissolved oxygen,Chai,23-Aug-08,6.2
Oxygen saturation,Chai,23-Aug-08,78.76666667
Total hardness,Chai,23-Aug-08,126.5
Bicarbonates,Chai,23-Aug-08,173.44
Total dissolved salts,Chai,23-Aug-08,253.3333333
Ammonium,Chai,23-Aug-08,0.161
Nitrites,Chai,23-Aug-08,0.009333333
Nitrates,Chai,23-Aug-08,0.633333333
Total nitrogen,Chai,23-Aug-08,0.962
Orthophosphate-phosphorus,Chai,23-Aug-08,0.06
Total phosphorus,Chai,23-Aug-08,0.08
Silica (SiO2),Chai,23-Aug-08,1.976666667
Sodium,Chai,23-Aug-08,173.4433333
Calcium,Chai,23-Aug-08,48.46
Magnesium,Chai,23-Aug-08,25.44666667
Chlorides,Chai,23-Aug-08,28.8
Sulphates,Chai,23-Aug-08,29.53333333
Cyanides,Chai,23-Aug-08,0.002
Sulfides,Chai,23-Aug-08,0.1
Biochemical Oxygen,Chai,23-Aug-08,1.546666667
Chemical Oxygen Demand (Cr),Chai,23-Aug-08,25.72666667
Chemical Oxygen Demand (Mn),Chai,23-Aug-08,2.133333333
Anionic active surfactants,Chai,23-Aug-08,0.060333333
Petroleum hydrocarbons,Chai,23-Aug-08,0.044
Tetrachloromethane,Chai,23-Aug-08,0.25
Atrazine,Chai,23-Aug-08,0.5
"p,p-DDT",Chai,23-Aug-08,0.023333333
gamma-Hexachlorocyclohexane,Chai,23-Aug-08,0.04
Total coliforms,Chai,23-Aug-08,25
Fecal coliforms,Chai,23-Aug-08,14.53333333
Fecal streptococci ,Chai,23-Aug-08,0.047333333
Water temperature,Boonsri,28-Aug-08,22.83333333
Dissolved oxygen,Boonsri,28-Aug-08,6.51
Oxygen saturation,Boonsri,28-Aug-08,76.33333333
Total hardness,Boonsri,28-Aug-08,105.9
Bicarbonates,Boonsri,28-Aug-08,187.0666667
Total dissolved salts,Boonsri,28-Aug-08,242
Ammonium,Boonsri,28-Aug-08,0.209333333
Nitrites,Boonsri,28-Aug-08,0.022666667
Nitrates,Boonsri,28-Aug-08,1.022333333
Orthophosphate-phosphorus,Boonsri,28-Aug-08,0.025666667
Total phosphorus,Boonsri,28-Aug-08,0.051666667
Silica (SiO2),Boonsri,28-Aug-08,7.007333333
Sodium,Boonsri,28-Aug-08,16.33333333
Potassium,Boonsri,28-Aug-08,2.666666667
Calcium,Boonsri,28-Aug-08,53.70666667
Magnesium,Boonsri,28-Aug-08,12.61
Chlorides,Boonsri,28-Aug-08,17.34
Sulphates,Boonsri,28-Aug-08,41.69666667
Sulfides,Boonsri,28-Aug-08,0.1
Manganese,Boonsri,28-Aug-08,0.062333333
Biochemical Oxygen,Boonsri,28-Aug-08,1.216666667
Chemical Oxygen Demand (Cr),Boonsri,28-Aug-08,8.466666667
Chemical Oxygen Demand (Mn),Boonsri,28-Aug-08,1.493333333
Anionic active surfactants,Boonsri,28-Aug-08,0.049333333
Macrozoobenthos,Boonsri,28-Aug-08,1.94
Total coliforms,Boonsri,28-Aug-08,7.9
Fecal coliforms,Boonsri,28-Aug-08,0.93
Fecal streptococci ,Boonsri,28-Aug-08,0.010333333
Water temperature,Kohsoom,31-Aug-08,19.5
Dissolved oxygen,Kohsoom,31-Aug-08,7.69
Oxygen saturation,Kohsoom,31-Aug-08,82.86
